age,gender,residence,competative_exams,access_to_internet,study_hours_per_day,has_scholarship,extracurricular_activities,fam_fin_status,health,location,f_edu,m_edu,f_job,m_job,alcoholic,additional_tuition,fam_size,fam_relation,prev_percent_1,prev_percent_2,prev_percent_3,TARGET_PREDICTION_PERCENT
19,M,H,0.0,1.0,2.0,1,1,3,5,R,2,3,0,0,1,0,17,5,98,96.0,85.0,93.0
19,F,D,0.0,1.0,6.0,0,1,3,5,R,5,4,1,1,0,0,4,5,96,95.0,95.0,93.0
20,F,D,1.0,1.0,5.0,0,0,2,5,U,5,4,1,0,0,0,7,5,81,54.0,41.0,71.0
22,F,D,1.0,1.0,10.0,1,0,3,4,R,3,2,1,1,4,0,5,4,80,82.0,71.0,99.0
23,M,D,0.0,1.0,5.0,1,1,3,4,U,2,4,1,0,0,0,3,5,88,80.0,68.0,66.0
22,M,D,1.0,0.0,9.0,0,0,4,3,U,3,2,1,1,1,0,4,1,49,62.0,49.0,53.0
21,M,H,1.0,1.0,3.0,1,0,5,3,U,5,4,1,0,3,1,6,2,89.54,89.26,89.9,90.08
23,M,D,0.0,0.0,5.0,1,1,3,4,U,3,3,1,1,1,1,3,4,89,92.0,79.0,92.0
20,M,D,1.0,1.0,4.0,1,1,4,5,U,4,3,1,0,1,1,4,5,90,65.0,83.0,77.0
21,F,H,1.0,1.0,5.0,1,0,1,3,U,2,2,0,1,4,1,5,3,54.86,54.15,58.37,57.36
22,M,D,0.0,0.0,4.0,1,1,5,3,R,5,4,1,0,1,1,5,3,88,91.0,80.0,91.0
23,F,H,1.0,0.0,5.0,1,1,5,2,U,1,5,0,0,0,1,3,5,92,88.0,89.0,96.0
23,M,D,1.0,1.0,3.0,0,0,2,4,R,4,2,0,0,0,0,6,5,56,73.0,49.0,88.0
21,F,D,1.0,0.0,7.0,1,1,4,3,U,0,0,1,1,2,1,3,4,78.64,83.43,83.78,84.31
21,M,H,1.0,1.0,5.0,1,1,3,4,U,4,3,1,1,1,0,4,3,92,85.0,75.0,80.0
23,M,H,1.0,1.0,7.0,1,1,2,2,R,2,2,1,1,0,0,3,2,88,91.0,79.0,85.0
19,M,D,2.0,2.0,7.0,2,2,4,4,U,5,4,1,1,0,1,5,4,76,85.0,97.0,92.0
18,F,H,2.0,2.0,6.0,0,3,3,5,U,5,3,1,0,0,2,5,5,92,85.0,97.0,91.0
29,M,H,0.0,0.0,1.0,1,1,1,2,R,2,3,1,0,0,1,11,4,67,88.0,94.0,83.0
21,F,H,0.0,1.0,2.0,0,1,3,3,U,4,2,1,0,2,0,5,4,72,73.0,72.0,87.0
17,F,D,0.0,0.0,1.0,0,0,5,4,R,5,4,1,0,0,0,4,3,86,75.0,92.0,81.0
20,M,H,0.0,1.0,6.0,1,1,3,3,U,3,2,1,0,1,0,4,3,88,87.0,71.0,81.0
25,F,H,1.0,0.0,6.0,1,0,4,3,U,2,1,1,0,1,1,5,2,62,50.0,60.0,85.0
19,M,H,0.0,1.0,2.0,0,1,3,5,U,3,3,1,0,0,1,3,3,83,80.0,87.0,86.0
20,F,H,0.0,1.0,2.0,1,1,3,4,U,3,3,1,0,1,0,4,4,79,80.0,76.0,89.0
26,M,H,0.0,1.0,6.0,1,1,4,5,R,3,1,1,0,4,0,3,3,45,56.0,41.0,47.0
21,F,D,1.0,1.0,8.0,1,0,4,3,R,3,1,1,0,4,0,4,2,62,50.0,68.0,89.0
19,M,D,0.0,0.0,8.0,1,0,1,2,U,2,5,0,1,2,1,6,1,60.82,58.7,60.3,61.33
21,F,D,1.0,1.0,6.0,0,1,3,4,U,4,1,1,0,1,0,4,4,80,78.0,81.0,89.0
24,F,H,1.0,1.0,5.0,1,1,5,3,R,3,1,1,0,4,1,4,5,62,69.0,71.0,65.0
16,F,D,0.0,1.0,2.0,0,1,3,3,U,2,5,1,0,0,1,6,4,88,54.0,23.0,73.0
19,M,D,0.0,1.0,2.0,0,1,3,3,U,3,5,1,0,1,0,5,4,90,85.0,74.0,90.0
19,M,D,1.0,1.0,5.0,0,1,4,4,U,5,5,1,0,1,0,4,5,94,94.0,91.0,92.0
M,15,D,1.0,1.0,3.0,0,0,4,5,R,2,3,1,0,0,0,3,5,44,50.0,54.0,46.0
22,M,H,0.0,1.0,3.0,1,0,4,3,U,5,1,1,0,3,1,4,2,82,99.0,73.0,85.0
19,M,D,0.0,1.0,2.0,0,1,1,3,U,3,2,1,0,3,0,4,4,80,80.0,89.0,80.0
21,F,D,0.0,1.0,7.0,0,1,3,5,R,2,4,1,0,1,0,4,5,83,81.0,56.0,87.0
20,F,D,1.0,3.0,1.0,2,1,5,5,U,5,2,1,1,0,0,4,3,83,93.0,95.0,92.0
18,F,H,0.0,1.0,4.0,1,1,3,5,R,1,3,0,0,1,0,5,5,80,90.0,98.0,81.0
15,F,D,1.0,1.0,3.0,0,1,3,5,U,4,2,1,1,1,0,4,3,73.05,74.08,77.72,77.63
14,M,H,0.0,0.0,8.0,0,1,5,4,U,0,3,0,0,0,0,7,1,73,90.0,69.0,77.0
19,M,D,1.0,1.0,3.0,0,1,2,5,R,4,1,0,1,0,0,6,5,64,46.0,81.0,61.0
25,M,H,1.0,1.0,8.0,0,1,3,3,R,3,1,1,0,4,1,4,1,76,88.0,76.0,80.0
23,M,D,0.0,0.0,5.0,1,1,3,4,R,3,3,1,1,1,1,3,4,89,92.0,79.0,86.0
21,F,D,1.0,1.0,7.0,0,1,1,3,R,1,3,1,0,4,1,4,4,63,64.0,75.0,61.0
21,F,D,0.0,0.0,2.0,0,0,4,3,U,1,1,1,0,1,0,4,4,95,94.0,96.0,97.0
21,M,D,1.0,1.0,4.0,1,1,2,3,R,3,1,0,0,1,0,5,4,80,80.0,75.0,74.0
21,F,D,1.0,1.0,2.0,1,1,4,4,R,4,3,1,1,3,0,6,5,72,76.0,71.0,72.0
18,M,H,1.0,1.0,4.0,1,1,5,5,R,5,5,0,0,1,0,4,5,92,93.0,84.0,66.0
19,M,H,1.0,1.0,1.0,1,1,3,3,U,5,1,1,1,0,1,2,5,68,50.0,60.0,62.0
20,M,D,0.0,1.0,6.0,0,1,4,4,U,5,5,1,0,1,0,4,5,85,60.0,83.0,79.0
26,F,D,1.0,1.0,8.0,1,0,1,4,R,3,2,1,0,3,0,3,5,50,73.0,89.0,70.0
M,16,D,0.0,1.0,2.0,0,1,5,5,U,4,3,1,0,3,1,4,5,97,78.0,87.0,88.0
22,F,D,1.0,1.0,1.0,0,1,2,2,U,3,2,1,0,4,0,2,5,55,80.0,88.0,89.0
21,M,D,0.0,1.0,4.0,1,1,1,3,U,2,2,0,1,1,0,4,4,88,88.0,45.0,84.0
22,M,H,0.0,0.0,3.0,1,0,1,5,R,4,3,0,0,2,1,2,4,89.07,85.42,86.71,88.03
F,15,D,0.0,1.0,1.0,0,0,3,1,R,3,3,1,1,4,1,5,5,90,89.0,91.0,90.0
21,F,D,0.0,0.0,2.0,0,0,4,2,U,1,2,1,0,0,0,4,4,95,94.0,96.0,97.0
21,M,H,0.0,1.0,3.0,0,1,1,4,R,0,1,1,1,3,1,2,4,75.29,73.68,78.03,78.95
19,M,H,0.0,1.0,7.0,0,1,5,5,U,5,4,1,0,0,0,4,5,77,75.0,70.0,73.0
22,M,H,0.0,2.0,6.0,2,3,3,4,U,2,2,1,1,0,2,5,3,76,98.0,88.0,93.0
23,M,D,0.0,1.0,1.0,0,1,3,4,R,5,1,0,0,0,1,5,5,84,95.0,66.0,95.0
19,F,H,1.0,1.0,1.0,0,0,3,4,R,3,3,1,0,1,0,4,5,86,94.0,89.0,86.0
24,F,H,0.0,1.0,1.0,0,0,1,3,U,4,2,1,1,3,0,4,3,89,90.0,69.0,83.0
22,M,D,0.0,0.0,4.0,1,1,5,3,R,5,4,1,0,1,1,5,3,88,91.0,80.0,87.0
22,M,D,0.0,1.0,1.0,0,1,2,2,U,2,2,1,0,0,0,3,2,80,82.0,80.0,82.0
23,F,D,0.0,0.0,2.0,1,1,3,3,U,2,4,1,1,2,0,9,3,68,67.0,78.0,65.0
16,M,D,1.0,1.0,1.0,0,0,3,5,U,3,2,1,1,1,0,4,5,86,75.0,92.0,78.0
20,F,H,1.0,1.0,2.0,1,0,3,5,R,1,1,0,0,1,0,5,5,79,81.0,80.0,70.0
21,F,D,1.0,1.0,6.0,1,1,4,4,U,4,4,0,1,3,1,3,4,90,92.0,80.0,87.0
26,F,H,0.0,1.0,3.0,0,0,5,4,U,2,1,1,0,1,0,4,1,74,74.0,69.0,72.0
18,M,D,0.0,1.0,1.0,0,1,3,4,R,2,2,1,0,2,1,4,3,63,72.0,93.0,76.0
F,15,H,0.0,1.0,2.0,1,0,5,5,R,4,4,1,1,0,1,2,4,56,67.0,78.0,77.0
F,15,D,1.0,1.0,2.0,1,0,4,5,U,3,2,1,0,0,0,5,4,55,60.0,70.0,59.0
18,M,D,1.0,1.0,6.0,0,1,2,5,U,5,2,0,1,3,0,5,2,83.37,84.26,81.5,86.06
21,M,H,1.0,1.0,8.0,1,1,5,4,R,3,1,1,0,3,1,3,4,78,85.0,79.0,96.0
20,F,D,2.0,1.0,7.0,0,1,3,3,U,5,5,1,1,0,0,5,4,95,88.0,94.0,91.0
23,F,D,1.0,1.0,10.0,0,1,1,3,R,3,2,1,1,1,0,5,5,95,80.0,97.0,91.0
21,F,D,1.0,1.0,7.0,0,1,2,4,U,1,3,1,0,4,1,2,5,79,50.0,89.0,42.0
20,F,H,1.0,1.0,5.0,1,1,4,5,U,5,4,1,0,0,1,3,5,82,90.2,92.4,92.0
23,F,H,1.0,1.0,10.0,1,0,5,3,U,5,4,1,1,0,0,5,4,98,97.6,99.2,99.0
M,15,D,1.0,1.0,1.0,1,0,1,5,R,2,2,0,0,3,1,4,4,72,88.0,87.0,80.0
F,16,H,1.0,1.0,2.0,0,1,5,3,R,2,2,1,0,2,0,6,3,89,93.0,97.0,97.0
20,F,D,0.0,1.0,1.0,0,1,5,2,U,4,3,1,1,0,1,5,4,92,70.0,98.0,90.0
21,F,H,1.0,1.0,3.0,1,1,2,3,U,2,5,1,1,0,1,8,5,97,72.0,56.0,98.0
20,F,H,0.0,1.0,2.0,1,1,3,3,U,3,3,0,0,1,0,4,5,80,78.0,87.0,80.0
21,M,D,1.0,1.0,4.0,1,1,5,5,U,5,4,1,1,0,1,4,5,56,67.8,70.2,75.0
19,F,H,0.0,1.0,2.0,0,1,5,4,U,5,5,1,1,1,0,5,5,98,97.0,87.0,94.0
21,F,D,0.0,0.0,3.0,1,1,5,1,R,5,5,1,1,1,0,6,1,89,92.0,78.0,92.0
24,F,D,0.0,1.0,2.0,0,1,2,3,U,4,4,1,1,1,0,3,5,75,55.0,78.0,89.0
20,F,D,0.0,1.0,2.0,0,1,1,4,R,3,1,1,0,0,0,4,4,87,65.0,65.0,81.0
15,F,H,1.0,0.0,1.0,1,1,4,2,R,2,2,0,1,1,1,4,4,65,83.0,91.0,75.0
22,M,H,1.0,1.0,4.0,0,1,4,2,U,4,4,1,0,0,1,4,2,87,90.0,83.0,97.0
M,16,D,1.0,1.0,1.0,1,1,5,5,U,4,3,1,1,1,1,3,3,74,67.0,62.0,68.0
19,F,H,0.0,1.0,9.0,1,1,4,5,R,3,2,1,1,2,0,4,5,90,92.0,89.0,93.0
15,M,D,0.0,1.0,1.0,0,0,3,5,U,4,4,1,1,1,0,4,5,74,77.0,74.0,76.0
19,M,H,0.0,1.0,0.0,1,1,2,5,R,2,1,0,0,1,0,5,4,79,81.0,75.0,93.0
19,M,H,0.0,0.0,6.0,0,1,5,4,U,4,5,1,0,4,1,6,5,71,85.0,72.0,76.0
24,M,H,1.0,1.0,6.0,0,1,3,4,R,3,3,0,0,2,0,4,4,80,91.0,64.0,78.0
19,M,H,0.0,1.0,0.0,0,1,4,4,U,4,1,1,0,1,0,4,4,88,85.0,65.0,79.0
23,M,D,0.0,1.0,3.0,0,0,3,3,U,5,5,0,0,1,0,5,4,83,76.0,96.0,87.0
22,M,H,0.0,1.0,3.0,0,1,5,2,U,2,5,0,0,3,0,4,5,83,32.0,98.0,90.0
20,F,H,1.0,1.0,3.0,0,0,5,3,U,5,4,1,0,0,1,5,3,87,90.0,81.0,85.0
19,M,D,0.0,1.0,6.0,0,1,4,1,U,5,5,0,1,0,0,4,5,92,92.0,89.0,88.0
20,M,H,0.0,1.0,5.0,1,1,4,5,R,4,4,0,0,1,0,4,5,84,92.0,70.0,80.0
20,F,H,1.0,1.0,3.0,1,1,3,4,U,3,3,1,0,2,1,3,3,90,93.0,79.0,89.0
20,M,H,0.0,1.0,8.0,0,0,4,5,U,3,4,1,0,1,1,5,5,93,92.0,90.0,92.0
20,M,D,0.0,1.0,8.0,0,0,1,3,U,2,2,0,0,1,0,3,4,87,90.0,90.0,78.0
27,M,H,1.0,1.0,5.0,0,0,5,5,U,2,1,1,0,2,1,4,2,73,89.0,59.0,74.0
F,16,D,0.0,1.0,3.0,1,1,5,2,U,4,4,1,1,2,1,4,3,90,91.0,92.0,92.0
30,F,D,1.0,1.0,1.0,1,1,3,3,R,0,2,0,0,1,0,7,4,66,85.0,72.0,74.0
19,M,H,1.0,1.0,3.0,0,0,4,5,U,2,3,1,1,0,1,8,5,81,44.0,66.0,95.0
21,F,D,1.0,0.0,6.0,1,1,4,4,R,4,4,0,0,2,1,5,4,90,92.0,76.0,81.0
25,F,D,1.0,1.0,14.0,1,0,4,5,R,5,2,1,1,4,1,3,5,73,72.0,74.0,73.0
21,M,D,1.0,1.0,13.0,0,0,1,5,U,5,1,1,0,3,0,3,2,85,69.0,75.0,76.0
18,M,H,3.0,1.0,7.0,2,3,5,5,U,4,4,1,1,0,1,5,5,89,85.0,88.0,87.0
22,F,H,0.0,0.0,6.0,0,1,5,5,R,1,1,0,0,0,0,5,4,54,32.0,94.0,86.0
23,F,D,1.0,1.0,7.0,1,1,5,5,R,5,4,1,1,3,1,3,5,92,88.0,77.0,83.0
18,M,D,1.0,1.0,2.0,0,1,5,3,U,4,5,1,0,1,0,5,5,82,77.0,75.0,80.0
20,M,D,0.0,1.0,0.0,0,0,3,4,U,2,3,1,0,1,0,3,3,85,84.0,81.0,82.0
23,M,H,1.0,1.0,7.0,1,1,3,3,R,3,3,0,1,0,0,3,3,88,90.0,79.0,86.0
20,M,H,0.0,1.0,8.0,0,0,3,3,U,2,2,1,0,1,0,3,3,94,94.0,81.0,90.0
21,F,D,0.0,1.0,2.0,1,1,4,4,U,4,4,1,0,1,0,4,5,89.3,91.2,91.2,87.5
23,F,H,1.0,1.0,7.0,1,1,3,3,R,3,3,1,1,0,0,3,3,88,88.0,77.0,83.0
23,M,H,1.0,0.0,2.0,0,0,4,4,R,5,5,1,0,2,0,4,3,82,72.0,60.0,62.0
15,M,D,1.0,0.0,2.0,0,0,4,5,U,4,2,1,1,2,0,5,4,79,77.0,79.0,76.0
21,F,H,0.0,0.0,7.0,1,1,4,4,R,2,2,1,0,3,1,5,3,63,58.0,68.0,84.0
22,F,D,1.0,1.0,6.0,0,0,2,2,U,5,5,1,1,1,0,4,4,90,92.0,91.0,92.0
24,F,D,0.0,1.0,3.0,1,1,5,4,R,5,5,1,0,3,1,4,5,86,89.0,83.0,96.0
20,F,D,1.0,1.0,9.0,1,1,1,5,U,2,2,1,0,1,0,3,5,87,75.0,75.0,83.0
21,F,D,1.0,1.0,6.0,1,1,5,2,U,2,4,1,1,0,1,3,5,89,76.0,99.0,95.0
21,F,H,0.0,1.0,5.0,1,1,3,4,U,3,1,0,0,1,0,6,5,72.27,71.96,73.22,72.94
20,M,H,1.0,1.0,2.0,0,1,4,5,U,4,3,1,0,1,0,4,5,88,83.0,70.0,73.0
22,F,D,0.0,1.0,2.0,0,1,3,2,U,3,3,1,0,0,1,4,3,75,85.0,98.0,75.0
22,M,D,1.0,1.0,8.0,0,0,4,5,R,2,5,0,1,0,0,5,5,54.29,49.7,51.35,55.34
15,F,D,0.0,1.0,3.0,0,1,4,4,U,2,1,1,1,1,0,4,5,38,67.0,78.0,93.0
20,F,D,0.0,1.0,4.0,0,0,4,3,U,4,3,1,0,1,0,4,2,90,91.0,80.0,85.0
19,F,H,0.0,1.0,3.0,0,1,4,4,U,4,4,1,0,1,1,6,5,96,90.0,83.0,90.0
18,M,H,1.0,1.0,6.0,1,1,4,5,U,1,4,0,1,1,1,3,1,67.15,67.4,68.33,69.28
21,M,H,1.0,1.0,6.0,0,1,3,2,U,3,5,0,1,0,1,15,2,87,96.0,74.0,85.0
19,F,H,1.0,1.0,5.0,1,0,2,2,U,4,4,1,0,1,1,5,4,84,69.0,92.0,65.0
21,M,D,0.0,1.0,1.0,0,0,2,3,U,3,3,0,0,1,0,3,3,91,84.0,90.0,88.0
19,M,D,1.0,1.0,3.0,0,1,3,2,U,4,5,1,0,0,0,10,5,89,65.0,71.0,75.0
25,M,H,1.0,1.0,4.0,0,1,5,5,U,2,4,0,0,0,0,2,4,95,98.0,87.0,94.0
19,M,H,0.0,1.0,1.0,0,0,4,4,U,4,4,1,0,1,1,4,5,95,96.0,85.0,92.0
22,M,H,0.0,1.0,1.0,0,1,4,4,R,5,4,0,0,1,0,4,5,73,71.2,72.0,83.0
16,M,D,1.0,1.0,1.0,1,1,3,4,R,3,4,1,0,1,0,4,3,67,93.0,92.0,88.0
21,F,D,1.0,1.0,4.0,1,1,5,5,U,3,3,1,1,1,1,10,5,85,80.0,75.0,82.0
21,F,D,1.0,1.0,6.0,1,1,2,2,R,2,2,0,1,2,1,5,5,91,89.0,77.0,82.0
22,F,H,1.0,1.0,5.0,1,0,2,4,R,2,5,1,0,1,1,5,3,90,92.0,78.0,91.0
25,M,H,1.0,1.0,6.0,0,1,3,4,R,4,3,0,0,1,1,6,5,85,80.0,62.0,76.0
15,F,H,0.0,1.0,3.0,1,1,3,5,R,2,4,1,1,1,1,4,4,57,63.0,68.0,65.0
24,M,H,1.0,1.0,14.0,1,1,2,4,U,3,2,1,1,2,1,4,1,88,68.0,75.0,77.0
26,M,D,1.0,1.0,7.0,0,1,1,5,R,2,3,1,1,4,1,3,2,64,82.0,89.0,63.0
18,F,H,1.0,1.0,2.0,0,1,2,3,U,4,4,1,0,1,0,4,5,86,80.0,87.0,84.0
19,M,D,1.0,1.0,6.0,0,1,4,5,R,4,3,0,0,1,0,6,5,71,85.0,83.0,66.0
22,M,H,1.0,1.0,5.0,0,1,3,4,U,3,3,0,0,1,1,5,4,91,80.0,70.0,80.0
19,F,H,1.0,0.0,5.0,1,1,2,3,R,1,0,0,0,3,1,3,3,58,68.0,60.0,97.0
21,M,H,0.0,1.0,5.0,1,1,4,3,R,4,1,1,0,1,0,3,1,71,54.0,82.0,69.0
22,F,D,0.0,1.0,3.0,0,1,4,4,R,4,2,1,0,0,0,5,4,77,66.0,69.0,75.0
22,M,D,1.0,1.0,1.0,0,0,3,3,U,2,1,0,0,0,1,7,4,84,71.0,68.0,41.0
15,M,D,1.0,1.0,3.0,0,1,3,4,U,4,3,1,1,1,0,3,5,89,92.0,81.0,93.0
21,F,D,1.0,1.0,3.0,0,0,4,5,U,4,4,1,0,2,0,5,5,75,73.0,74.0,78.0
21,F,D,1.0,0.0,6.0,1,1,4,4,R,4,4,1,0,2,1,5,4,90,92.0,76.0,81.0
20,F,H,0.0,1.0,8.0,0,0,5,5,U,4,3,1,0,1,0,5,5,97,96.0,82.0,92.0
22,M,D,0.0,1.0,2.0,0,1,4,5,U,4,4,1,0,1,0,4,5,76.7,71.7,72.1,74.8
24,F,D,0.0,0.0,3.0,1,1,4,3,U,4,1,0,0,1,1,11,5,91,77.0,93.0,87.0
18,M,H,1.0,1.0,8.0,0,1,4,4,U,4,5,0,0,1,0,5,4,92,91.0,77.0,87.0
20,M,H,0.0,1.0,2.0,1,1,4,3,R,3,5,1,0,0,1,5,5,73,81.0,73.0,73.0
20,F,H,0.0,1.0,6.0,1,1,5,5,R,5,5,1,1,1,0,4,5,70,75.0,89.0,88.0
19,M,D,1.0,1.0,4.0,0,1,1,5,R,3,3,1,0,0,0,4,5,94,95.0,95.0,93.0
21,M,H,0.0,1.0,1.0,0,1,4,3,R,4,3,1,0,0,0,4,4,73,84.0,82.0,88.0
20,M,H,0.0,1.0,2.0,0,0,3,5,U,4,2,1,0,1,0,4,5,81,76.0,22.0,65.0
22,M,D,0.0,1.0,4.0,0,0,4,4,U,0,5,1,1,0,1,5,3,88,72.0,68.0,76.0
20,M,D,0.0,1.0,4.0,1,1,4,5,U,4,5,0,0,1,0,4,5,88,87.0,86.0,72.0
19,F,D,1.0,1.0,4.0,0,0,5,5,U,5,4,1,1,0,1,3,5,92,92.0,89.0,95.0
16,F,D,1.0,1.0,2.0,0,1,4,1,U,4,3,1,1,1,0,3,5,89,55.0,95.0,54.0
21,F,H,0.0,1.0,0.0,0,1,2,4,U,0,0,1,0,0,0,5,5,80,81.0,80.0,80.0
23,M,D,1.0,1.0,3.0,1,1,5,2,R,4,3,1,1,0,1,4,5,90,94.0,82.0,88.0
20,M,H,1.0,1.0,3.0,0,1,3,5,R,2,1,0,0,1,0,4,3,83,80.0,98.0,75.0
18,M,D,1.0,1.0,2.0,0,1,2,3,U,5,5,1,0,1,1,4,4,77,90.0,85.0,80.0
20,F,H,1.0,1.0,2.0,1,1,5,5,U,5,5,1,0,0,1,4,5,87,90.0,76.0,87.0
19,F,D,1.0,1.0,4.0,0,0,4,5,U,4,4,1,1,0,1,7,2,71,80.0,88.0,80.0
27,M,H,1.0,1.0,7.0,1,1,4,4,R,5,1,1,0,4,1,4,4,85,89.0,86.0,94.0
20,F,D,0.0,0.0,4.0,0,0,5,5,U,5,5,0,0,1,0,4,2,92,91.0,81.0,86.0
19,F,D,0.0,1.0,4.0,0,1,4,4,U,5,4,1,1,0,0,4,5,74,74.0,72.0,77.0
20,F,D,0.0,1.0,3.0,1,0,3,4,U,1,3,1,0,1,0,3,5,74,72.0,70.0,74.0
F,16,D,0.0,1.0,3.0,0,1,5,4,U,4,3,1,1,1,0,4,3,89,92.0,87.0,89.0
17,F,D,1.0,1.0,6.0,0,0,3,4,U,2,2,1,0,1,0,4,3,97,97.0,97.0,97.0
18,F,D,0.0,0.0,6.0,0,1,5,4,U,4,5,1,0,4,1,6,5,75,84.0,83.0,85.0
M,16,D,1.0,0.0,2.0,1,0,3,5,R,4,4,1,1,4,0,4,4,77,82.0,81.0,79.0
12,M,D,0.0,1.0,3.0,0,0,5,3,U,5,0,0,0,0,1,2,1,71,82.0,84.0,79.0
18,M,D,1.0,0.0,8.0,0,0,2,4,U,5,5,0,0,2,1,4,5,74.24,69.31,68.83,71.9
16,F,D,1.0,1.0,2.0,0,1,3,1,U,4,2,1,1,1,0,6,5,81,83.0,93.0,88.0
20,M,H,0.0,1.0,2.0,0,1,3,5,U,5,3,1,0,1,0,4,4,72,76.0,77.0,92.0
20,M,D,0.0,1.0,3.0,1,0,2,5,R,2,1,0,0,0,0,4,3,83,88.0,81.0,69.0
22,M,D,1.0,1.0,2.0,0,1,5,2,U,4,4,0,0,0,0,5,3,85,73.0,59.0,80.0
21,M,H,0.0,1.0,5.0,0,0,4,5,U,5,5,1,0,2,0,6,4,80,75.0,90.0,79.0
M,15,D,1.0,1.0,2.0,1,1,5,5,R,3,4,1,1,3,1,5,5,66,89.0,56.0,69.0
28,M,H,1.0,0.0,8.0,1,0,3,5,R,2,1,1,0,4,1,3,3,65,77.0,63.0,65.0
25,M,H,0.0,0.0,7.0,0,1,5,3,R,5,3,1,0,4,1,4,5,77,82.0,66.0,61.0
21,F,D,0.0,1.0,1.0,0,1,2,3,U,4,2,1,0,1,0,4,4,95,70.0,76.0,85.0
22,F,H,1.0,1.0,3.0,1,1,4,3,U,3,2,1,1,1,1,4,4,85,89.0,77.0,93.0
20,M,D,1.0,1.0,2.0,1,1,3,4,U,4,3,0,0,1,0,4,5,70,69.0,89.0,84.0
21,F,D,1.0,1.0,6.0,0,1,2,4,U,5,0,1,0,0,0,4,4,80,78.0,81.0,89.0
20,M,H,1.0,1.0,4.0,1,1,4,4,R,5,5,1,1,1,0,4,5,84,82.0,67.0,83.0
19,M,H,0.0,1.0,3.0,0,1,2,5,U,5,2,1,1,0,0,4,5,86,81.0,84.0,87.0
20,F,D,2.0,2.0,0.0,2,0,4,3,U,4,2,1,1,1,2,5,3,100,94.0,99.0,96.0
20,M,H,0.0,1.0,4.0,1,1,3,5,R,4,3,0,0,1,0,5,5,75,76.0,89.0,87.0
19,F,H,1.0,1.0,1.0,0,1,3,3,R,5,5,0,1,0,0,3,4,77,51.0,62.0,49.0
19,M,D,0.0,1.0,3.0,0,1,4,3,U,3,3,1,1,0,0,3,3,98,95.0,97.0,93.0
19,F,D,0.0,1.0,6.0,0,0,3,1,U,3,4,1,1,1,0,3,5,90,88.0,90.0,87.0
21,F,D,1.0,1.0,1.0,0,0,2,2,U,5,5,1,0,0,0,5,2,75,65.0,70.0,80.0
20,F,H,0.0,1.0,4.0,0,1,3,5,R,2,2,0,0,1,0,4,5,83,80.0,89.0,72.0
27,F,H,0.0,1.0,7.0,1,0,2,3,R,3,1,1,0,4,1,4,5,88,91.0,82.0,93.0
18,M,D,1.0,1.0,1.0,1,0,5,5,U,3,1,1,0,3,0,3,2,75,89.0,82.0,82.0
21,M,H,0.0,1.0,5.0,0,1,5,5,U,4,4,1,0,0,1,2,2,46,49.0,60.0,49.0
24,M,H,1.0,1.0,2.0,0,0,2,3,R,2,2,1,0,0,1,3,4,88,92.0,67.0,92.0
32,F,D,1.0,1.0,7.0,1,1,1,2,U,5,0,1,1,1,1,11,2,69,89.0,84.0,80.0
20,F,D,0.0,0.0,4.0,0,0,2,2,R,2,2,0,0,0,0,4,2,88,90.0,79.0,85.0
21,M,D,0.0,1.0,6.0,1,1,4,4,U,3,3,1,0,0,0,3,3,72,57.0,76.0,62.0
19,M,D,0.0,1.0,7.0,1,0,4,5,R,2,2,0,0,1,0,7,5,88,97.0,70.0,72.0
19,F,D,0.0,1.0,4.0,0,1,1,5,U,5,4,1,1,0,0,3,5,60,66.0,69.0,65.0
15,F,H,1.0,1.0,2.0,1,0,4,4,R,2,2,1,1,1,1,3,4,59,34.0,98.0,64.0
M,15,H,0.0,1.0,1.0,0,1,5,3,U,2,3,1,1,2,0,4,3,69,72.0,71.0,70.0
20,F,D,1.0,1.0,12.0,0,1,4,4,U,5,5,1,1,0,1,5,5,80,88.0,85.0,92.0
23,F,H,1.0,0.0,7.0,0,0,1,5,U,2,2,1,1,4,1,4,3,80,81.0,82.0,85.0
32,M,D,0.0,0.0,2.0,0,0,5,1,R,5,4,1,0,1,1,4,3,93,74.0,89.0,85.0
19,M,H,0.0,0.0,3.0,0,0,3,5,R,2,1,1,0,3,1,4,1,66,64.0,86.0,72.0
20,F,D,0.0,1.0,7.0,1,0,3,4,U,2,3,1,0,1,0,4,5,88,88.0,78.0,80.0
22,M,H,0.0,1.0,5.0,0,1,2,4,R,5,2,1,0,3,1,5,2,63,61.0,61.0,73.0
21,M,D,0.0,1.0,2.0,0,0,2,4,U,5,4,1,0,0,0,4,5,91,89.0,90.6,80.0
21,M,H,1.0,1.0,6.0,1,1,5,5,R,1,1,1,0,1,0,4,5,77,73.0,97.0,77.0
22,F,D,0.0,1.0,5.0,0,1,4,4,U,4,3,1,1,0,1,7,4,78,78.0,79.5,84.0
20,M,H,1.0,1.0,2.0,0,1,3,2,U,3,3,1,1,2,0,5,3,97,59.0,68.0,67.0
25,M,D,0.0,0.0,11.0,0,1,3,4,R,4,2,1,1,1,1,4,1,92,84.0,97.0,87.0
18,F,H,0.0,0.0,4.0,1,1,4,4,R,4,1,1,0,3,0,4,3,51.47,47.2,48.92,53.68
21,M,H,0.0,1.0,5.0,0,1,3,3,U,3,3,1,0,2,0,5,4,78,90.0,67.0,78.0
